transaction_id,buy_transaction_id,ticker,close_date,entry_price,exit_price,pnl,pnl_pct,exit_reason,holding_days,regime_at_entry,regime_at_exit,composite_score_at_entry,signal_rank_at_entry,summary,what_worked,what_failed,pattern_tags,recommendation
a83e3420,a3cbeac8,VCX,2026-04-01T09:41:30,102.0,156.0,81000.0,52.94,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: VCX closed at +52.9%,"[""Trade was profitable: +52.9%""]",[],[],Continue current strategy - trade executed as planned
75ce87dc,b74ec733,LIQT,2026-04-01T09:41:30,1.85,1.91,303.24,3.24,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: LIQT closed at +3.2%,"[""Trade was profitable: +3.2%""]",[],[],Continue current strategy - trade executed as planned
0ff72759,14ffb9a9,ICU,2026-04-01T09:41:30,3.63,3.56,-302.54,-1.93,INTELLIGENCE,1,BEAR,BEAR,0.0,,Loss taken: ICU closed at -1.9%,[],"[""Trade lost money: -1.9%"", ""Stopped out very quickly - entry timing may be off""]","[""quick_stop""]",Review entry timing - consider waiting for pullbacks before entry
5c09a226,a3cbeac8,VCX,2026-04-01T16:59:53,102.0,123.0,34230.0,20.59,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: VCX closed at +20.6%,"[""Trade was profitable: +20.6%""]",[],[],Continue current strategy - trade executed as planned
8aaf26c5,d05cefe3,FANG,2026-04-01T16:59:53,198.65,189.01,-1928.0,-4.85,INTELLIGENCE,1,BEAR,BEAR,0.0,,Loss taken: FANG closed at -4.9%,[],"[""Trade lost money: -4.9%"", ""Stopped out very quickly - entry timing may be off""]","[""quick_stop""]",Review entry timing - consider waiting for pullbacks before entry
3a9df8c6,b74ec733,LIQT,2026-04-01T16:59:53,1.85,1.88,151.62,1.62,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: LIQT closed at +1.6%,"[""Trade was profitable: +1.6%""]",[],[],Continue current strategy - trade executed as planned
bf609461,14ffb9a9,ICU,2026-04-01T16:59:53,3.63,3.66,129.66,0.83,INTELLIGENCE,1,BEAR,BEAR,0.0,,Profitable exit: ICU closed at +0.8%,"[""Trade was profitable: +0.8%""]",[],[],Continue current strategy - trade executed as planned
a7dfae22,d5ab2694,FATN,2026-04-02T09:42:54,1.93,2.16,1167.71,11.92,INTELLIGENCE,2,BEAR,BEAR,0.0,,Profitable exit: FATN closed at +11.9%,"[""Trade was profitable: +11.9%""]",[],[],Continue current strategy - trade executed as planned
03661d52,e2f521c8,DOW,2026-04-02T09:42:54,40.61,41.92,1548.42,3.23,INTELLIGENCE,0,BEAR,BEAR,0.0,,Profitable exit: DOW closed at +3.2%,"[""Trade was profitable: +3.2%""]",[],[],Continue current strategy - trade executed as planned
24bf8eae,fedb8b26,OVV,2026-04-02T11:06:14,60.16,59.17,-247.5,-1.65,INTELLIGENCE,0,BEAR,BEAR,0.0,,Loss taken: OVV closed at -1.6%,[],"[""Trade lost money: -1.6%"", ""Stopped out very quickly - entry timing may be off""]","[""quick_stop""]",Review entry timing - consider waiting for pullbacks before entry
643aac87,2e9e51ea,BP,2026-04-02T11:06:14,47.96,47.05,-131.95,-1.9,INTELLIGENCE,0,BEAR,BEAR,0.0,,Loss taken: BP closed at -1.9%,[],"[""Trade lost money: -1.9%"", ""Stopped out very quickly - entry timing may be off""]","[""quick_stop""]",Review entry timing - consider waiting for pullbacks before entry
81aa1fc8,7511ccfa,OXY,2026-04-06T13:49:45,63.2,63.17,-10.86,-0.05,INTELLIGENCE,4,BEAR,BEAR,0.0,,Loss taken: OXY closed at -0.0%,[],"[""Trade lost money: -0.0%""]",[],Document lessons and move on - losses are part of trading
42253300,c1f20820,CRAC,2026-04-06T13:49:45,10.02,10.03,4.3,0.1,INTELLIGENCE,4,BEAR,BEAR,0.0,,Profitable exit: CRAC closed at +0.1%,"[""Trade was profitable: +0.1%""]",[],[],Continue current strategy - trade executed as planned
4871df5c,164ecd7e,ANDE,2026-04-06T13:49:45,73.09,73.76,134.0,0.92,INTELLIGENCE,4,BEAR,BEAR,0.0,,Profitable exit: ANDE closed at +0.9%,"[""Trade was profitable: +0.9%""]",[],[],Continue current strategy - trade executed as planned
